town,date,variable,value,townVariable
ashkelon,2020-05-04,recMA7,-48.71428571428571,ashkelon recMA7
be'er-sheva,2020-05-04,recMA7,-56.285714285714285,be'er-sheva recMA7
tlv,2020-05-04,recMA7,-60.99999999999999,tlv recMA7
israel,2020-05-05,recMA7,-51.57142857142857,israel recMA7
center,2020-05-05,recMA7,-49.57142857142857,center recMA7
hasharon,2020-05-05,recMA7,-47.857142857142854,hasharon recMA7
petach tikva,2020-05-05,recMA7,-54.28571428571428,petach tikva recMA7
ramla,2020-05-05,recMA7,-47.14285714285714,ramla recMA7
rehovot,2020-05-05,recMA7,-50.85714285714286,rehovot recMA7
haifa-district,2020-05-05,recMA7,-50.57142857142857,haifa-district recMA7
hadera,2020-05-05,recMA7,-44.99999999999999,hadera recMA7
haifa,2020-05-05,recMA7,-52.71428571428571,haifa recMA7
jerusalem,2020-05-05,recMA7,-60.71428571428571,jerusalem recMA7
north,2020-05-05,recMA7,-44.285714285714285,north recMA7
akko,2020-05-05,recMA7,-41.285714285714285,akko recMA7
golan,2020-05-05,recMA7,-49.85714285714285,golan recMA7
kinneret,2020-05-05,recMA7,-43.857142857142854,kinneret recMA7
tzfat,2020-05-05,recMA7,-52.57142857142856,tzfat recMA7
yizrael,2020-05-05,recMA7,-45.857142857142854,yizrael recMA7
south,2020-05-05,recMA7,-51.28571428571428,south recMA7
ashkelon,2020-05-05,recMA7,-46.857142857142854,ashkelon recMA7
be'er-sheva,2020-05-05,recMA7,-54.57142857142857,be'er-sheva recMA7
tlv,2020-05-05,recMA7,-59.57142857142857,tlv recMA7
israel,2020-05-06,recMA7,-50.14285714285714,israel recMA7
center,2020-05-06,recMA7,-48.285714285714285,center recMA7
hasharon,2020-05-06,recMA7,-46.14285714285714,hasharon recMA7
petach tikva,2020-05-06,recMA7,-53.285714285714285,petach tikva recMA7
ramla,2020-05-06,recMA7,-46,ramla recMA7
rehovot,2020-05-06,recMA7,-49.285714285714285,rehovot recMA7
haifa-district,2020-05-06,recMA7,-49.42857142857143,haifa-district recMA7
hadera,2020-05-06,recMA7,-43.57142857142856,hadera recMA7
haifa,2020-05-06,recMA7,-51.42857142857143,haifa recMA7
jerusalem,2020-05-06,recMA7,-58.99999999999999,jerusalem recMA7
north,2020-05-06,recMA7,-42.14285714285714,north recMA7
akko,2020-05-06,recMA7,-39.14285714285714,akko recMA7
golan,2020-05-06,recMA7,-48.42857142857142,golan recMA7
kinneret,2020-05-06,recMA7,-40.42857142857143,kinneret recMA7
tzfat,2020-05-06,recMA7,-50.99999999999999,tzfat recMA7
yizrael,2020-05-06,recMA7,-44,yizrael recMA7
south,2020-05-06,recMA7,-49.42857142857142,south recMA7
ashkelon,2020-05-06,recMA7,-44.28571428571428,ashkelon recMA7
be'er-sheva,2020-05-06,recMA7,-53,be'er-sheva recMA7
tlv,2020-05-06,recMA7,-58.57142857142857,tlv recMA7
israel,2020-05-07,recMA7,-48.14285714285714,israel recMA7
center,2020-05-07,recMA7,-46.14285714285714,center recMA7
hasharon,2020-05-07,recMA7,-43.99999999999999,hasharon recMA7
petach tikva,2020-05-07,recMA7,-51,petach tikva recMA7
ramla,2020-05-07,recMA7,-44.42857142857143,ramla recMA7
rehovot,2020-05-07,recMA7,-47,rehovot recMA7
haifa-district,2020-05-07,recMA7,-47.57142857142857,haifa-district recMA7
hadera,2020-05-07,recMA7,-41.85714285714285,hadera recMA7
haifa,2020-05-07,recMA7,-49.428571428571416,haifa recMA7
jerusalem,2020-05-07,recMA7,-56.714285714285715,jerusalem recMA7
north,2020-05-07,recMA7,-40.28571428571428,north recMA7
akko,2020-05-07,recMA7,-37.14285714285714,akko recMA7
golan,2020-05-07,recMA7,-46.857142857142854,golan recMA7
kinneret,2020-05-07,recMA7,-37.71428571428571,kinneret recMA7
tzfat,2020-05-07,recMA7,-49.42857142857142,tzfat recMA7
yizrael,2020-05-07,recMA7,-42,yizrael recMA7
south,2020-05-07,recMA7,-47.285714285714285,south recMA7
ashkelon,2020-05-07,recMA7,-42.14285714285714,ashkelon recMA7
be'er-sheva,2020-05-07,recMA7,-51,be'er-sheva recMA7
tlv,2020-05-07,recMA7,-56.99999999999999,tlv recMA7
israel,2020-05-08,recMA7,-46.42857142857142,israel recMA7
center,2020-05-08,recMA7,-44.285714285714285,center recMA7
hasharon,2020-05-08,recMA7,-42.14285714285714,hasharon recMA7
petach tikva,2020-05-08,recMA7,-49.14285714285714,petach tikva recMA7
ramla,2020-05-08,recMA7,-43.14285714285714,ramla recMA7
rehovot,2020-05-08,recMA7,-45.14285714285714,rehovot recMA7
haifa-district,2020-05-08,recMA7,-45.85714285714285,haifa-district recMA7
hadera,2020-05-08,recMA7,-40.285714285714285,hadera recMA7
haifa,2020-05-08,recMA7,-47.857142857142854,haifa recMA7
jerusalem,2020-05-08,recMA7,-54.57142857142857,jerusalem recMA7
north,2020-05-08,recMA7,-38.57142857142857,north recMA7
akko,2020-05-08,recMA7,-35.285714285714285,akko recMA7
golan,2020-05-08,recMA7,-45.71428571428571,golan recMA7
kinneret,2020-05-08,recMA7,-35.857142857142854,kinneret recMA7
tzfat,2020-05-08,recMA7,-48.42857142857143,tzfat recMA7
yizrael,2020-05-08,recMA7,-40.42857142857142,yizrael recMA7
south,2020-05-08,recMA7,-45.57142857142857,south recMA7
ashkelon,2020-05-08,recMA7,-40.57142857142857,ashkelon recMA7
be'er-sheva,2020-05-08,recMA7,-49.28571428571428,be'er-sheva recMA7
tlv,2020-05-08,recMA7,-55.7142857142857,tlv recMA7
israel,2020-05-09,recMA7,-44,israel recMA7
center,2020-05-09,recMA7,-41.714285714285715,center recMA7
hasharon,2020-05-09,recMA7,-39.14285714285714,hasharon recMA7
petach tikva,2020-05-09,recMA7,-46.71428571428571,petach tikva recMA7
ramla,2020-05-09,recMA7,-41.142857142857146,ramla recMA7
rehovot,2020-05-09,recMA7,-42.42857142857142,rehovot recMA7
haifa-district,2020-05-09,recMA7,-43.42857142857143,haifa-district recMA7
hadera,2020-05-09,recMA7,-37.71428571428571,hadera recMA7
haifa,2020-05-09,recMA7,-45.42857142857142,haifa recMA7
jerusalem,2020-05-09,recMA7,-51.857142857142854,jerusalem recMA7
north,2020-05-09,recMA7,-36,north recMA7
akko,2020-05-09,recMA7,-32.857142857142854,akko recMA7
golan,2020-05-09,recMA7,-42.14285714285714,golan recMA7
kinneret,2020-05-09,recMA7,-31.999999999999996,kinneret recMA7
tzfat,2020-05-09,recMA7,-46.42857142857143,tzfat recMA7
yizrael,2020-05-09,recMA7,-38,yizrael recMA7
south,2020-05-09,recMA7,-43.285714285714285,south recMA7
ashkelon,2020-05-09,recMA7,-38.14285714285714,ashkelon recMA7
be'er-sheva,2020-05-09,recMA7,-47.14285714285713,be'er-sheva recMA7
tlv,2020-05-09,recMA7,-53.57142857142857,tlv recMA7
israel,2020-05-10,recMA7,-42.14285714285714,israel recMA7
center,2020-05-10,recMA7,-39.714285714285715,center recMA7
hasharon,2020-05-10,recMA7,-37.142857142857146,hasharon recMA7
petach tikva,2020-05-10,recMA7,-44.71428571428571,petach tikva recMA7
ramla,2020-05-10,recMA7,-39.57142857142857,ramla recMA7
rehovot,2020-05-10,recMA7,-40.28571428571428,rehovot recMA7
haifa-district,2020-05-10,recMA7,-41.42857142857143,haifa-district recMA7
hadera,2020-05-10,recMA7,-35.99999999999999,hadera recMA7
haifa,2020-05-10,recMA7,-43.57142857142857,haifa recMA7
jerusalem,2020-05-10,recMA7,-49.57142857142856,jerusalem recMA7
north,2020-05-10,recMA7,-34.14285714285714,north recMA7
akko,2020-05-10,recMA7,-30.857142857142854,akko recMA7
golan,2020-05-10,recMA7,-40,golan recMA7
kinneret,2020-05-10,recMA7,-29.28571428571428,kinneret recMA7
tzfat,2020-05-10,recMA7,-44.714285714285715,tzfat recMA7
yizrael,2020-05-10,recMA7,-36.28571428571428,yizrael recMA7
south,2020-05-10,recMA7,-41.285714285714285,south recMA7
ashkelon,2020-05-10,recMA7,-36,ashkelon recMA7
be'er-sheva,2020-05-10,recMA7,-45.28571428571428,be'er-sheva recMA7
tlv,2020-05-10,recMA7,-52.28571428571428,tlv recMA7
israel,2020-05-11,recMA7,-41,israel recMA7
center,2020-05-11,recMA7,-38.57142857142857,center recMA7
hasharon,2020-05-11,recMA7,-36,hasharon recMA7
petach tikva,2020-05-11,recMA7,-43.285714285714285,petach tikva recMA7
ramla,2020-05-11,recMA7,-38.42857142857142,ramla recMA7
rehovot,2020-05-11,recMA7,-39.14285714285714,rehovot recMA7
haifa-district,2020-05-11,recMA7,-40.142857142857146,haifa-district recMA7
hadera,2020-05-11,recMA7,-34.71428571428571,hadera recMA7
haifa,2020-05-11,recMA7,-42.57142857142857,haifa recMA7
jerusalem,2020-05-11,recMA7,-48.42857142857142,jerusalem recMA7
north,2020-05-11,recMA7,-33,north recMA7
akko,2020-05-11,recMA7,-29.714285714285715,akko recMA7
golan,2020-05-11,recMA7,-39.285714285714285,golan recMA7
kinneret,2020-05-11,recMA7,-28.857142857142858,kinneret recMA7
tzfat,2020-05-11,recMA7,-43.14285714285714,tzfat recMA7
yizrael,2020-05-11,recMA7,-35,yizrael recMA7
south,2020-05-11,recMA7,-40.285714285714285,south recMA7
ashkelon,2020-05-11,recMA7,-35.285714285714285,ashkelon recMA7
be'er-sheva,2020-05-11,recMA7,-44.285714285714285,be'er-sheva recMA7
tlv,2020-05-11,recMA7,-50.99999999999999,tlv recMA7
israel,2020-05-12,recMA7,-39.99999999999999,israel recMA7
center,2020-05-12,recMA7,-37.42857142857143,center recMA7
hasharon,2020-05-12,recMA7,-34.85714285714286,hasharon recMA7
petach tikva,2020-05-12,recMA7,-41.857142857142854,petach tikva recMA7
ramla,2020-05-12,recMA7,-36.85714285714286,ramla recMA7
rehovot,2020-05-12,recMA7,-37.857142857142854,rehovot recMA7
haifa-district,2020-05-12,recMA7,-39.14285714285714,haifa-district recMA7
hadera,2020-05-12,recMA7,-33.57142857142857,hadera recMA7
haifa,2020-05-12,recMA7,-41.57142857142856,haifa recMA7
jerusalem,2020-05-12,recMA7,-47.57142857142857,jerusalem recMA7
north,2020-05-12,recMA7,-31.999999999999993,north recMA7
akko,2020-05-12,recMA7,-28.42857142857143,akko recMA7
golan,2020-05-12,recMA7,-38.57142857142857,golan recMA7
kinneret,2020-05-12,recMA7,-29,kinneret recMA7
tzfat,2020-05-12,recMA7,-41.57142857142857,tzfat recMA7
yizrael,2020-05-12,recMA7,-33.85714285714286,yizrael recMA7
south,2020-05-12,recMA7,-39.42857142857142,south recMA7
ashkelon,2020-05-12,recMA7,-34.14285714285714,ashkelon recMA7
be'er-sheva,2020-05-12,recMA7,-43.28571428571428,be'er-sheva recMA7
tlv,2020-05-12,recMA7,-49.714285714285715,tlv recMA7
israel,2020-05-13,recMA7,-39.42857142857142,israel recMA7
center,2020-05-13,recMA7,-36.857142857142854,center recMA7
hasharon,2020-05-13,recMA7,-33.857142857142854,hasharon recMA7
petach tikva,2020-05-13,recMA7,-41.14285714285714,petach tikva recMA7
ramla,2020-05-13,recMA7,-36.285714285714285,ramla recMA7
rehovot,2020-05-13,recMA7,-37.28571428571429,rehovot recMA7
haifa-district,2020-05-13,recMA7,-38.42857142857142,haifa-district recMA7
hadera,2020-05-13,recMA7,-32.42857142857143,hadera recMA7
haifa,2020-05-13,recMA7,-41.285714285714285,haifa recMA7
jerusalem,2020-05-13,recMA7,-47.28571428571428,jerusalem recMA7
north,2020-05-13,recMA7,-30.999999999999993,north recMA7
akko,2020-05-13,recMA7,-27.28571428571429,akko recMA7
golan,2020-05-13,recMA7,-37.857142857142854,golan recMA7
kinneret,2020-05-13,recMA7,-29.71428571428571,kinneret recMA7
tzfat,2020-05-13,recMA7,-39.42857142857142,tzfat recMA7
yizrael,2020-05-13,recMA7,-33,yizrael recMA7
south,2020-05-13,recMA7,-38.857142857142854,south recMA7
ashkelon,2020-05-13,recMA7,-33.42857142857143,ashkelon recMA7
be'er-sheva,2020-05-13,recMA7,-42.857142857142854,be'er-sheva recMA7
tlv,2020-05-13,recMA7,-49.14285714285714,tlv recMA7
israel,2020-05-14,recMA7,-38.99999999999999,israel recMA7
center,2020-05-14,recMA7,-36.42857142857143,center recMA7
hasharon,2020-05-14,recMA7,-33.285714285714285,hasharon recMA7
petach tikva,2020-05-14,recMA7,-40.42857142857142,petach tikva recMA7
ramla,2020-05-14,recMA7,-35.42857142857142,ramla recMA7
rehovot,2020-05-14,recMA7,-37,rehovot recMA7
haifa-district,2020-05-14,recMA7,-37.714285714285715,haifa-district recMA7
hadera,2020-05-14,recMA7,-31.57142857142857,hadera recMA7
haifa,2020-05-14,recMA7,-40.71428571428571,haifa recMA7
jerusalem,2020-05-14,recMA7,-46.57142857142857,jerusalem recMA7
north,2020-05-14,recMA7,-30.428571428571423,north recMA7
akko,2020-05-14,recMA7,-26.571428571428573,akko recMA7
golan,2020-05-14,recMA7,-38.85714285714286,golan recMA7
kinneret,2020-05-14,recMA7,-30.285714285714285,kinneret recMA7
tzfat,2020-05-14,recMA7,-38.99999999999999,tzfat recMA7
yizrael,2020-05-14,recMA7,-32.28571428571428,yizrael recMA7
south,2020-05-14,recMA7,-38.42857142857142,south recMA7
ashkelon,2020-05-14,recMA7,-33.14285714285714,ashkelon recMA7
be'er-sheva,2020-05-14,recMA7,-42.28571428571428,be'er-sheva recMA7
tlv,2020-05-14,recMA7,-48.57142857142857,tlv recMA7
israel,2020-05-15,recMA7,-38.285714285714285,israel recMA7
center,2020-05-15,recMA7,-35.714285714285715,center recMA7
hasharon,2020-05-15,recMA7,-32.42857142857142,hasharon recMA7
petach tikva,2020-05-15,recMA7,-39.57142857142857,petach tikva recMA7
ramla,2020-05-15,recMA7,-34.42857142857143,ramla recMA7
rehovot,2020-05-15,recMA7,-36.285714285714285,rehovot recMA7
haifa-district,2020-05-15,recMA7,-36.71428571428571,haifa-district recMA7
hadera,2020-05-15,recMA7,-30.571428571428566,hadera recMA7
haifa,2020-05-15,recMA7,-39.85714285714286,haifa recMA7
jerusalem,2020-05-15,recMA7,-45.57142857142858,jerusalem recMA7
north,2020-05-15,recMA7,-29.857142857142854,north recMA7
akko,2020-05-15,recMA7,-26,akko recMA7
golan,2020-05-15,recMA7,-39.857142857142854,golan recMA7
kinneret,2020-05-15,recMA7,-30.57142857142857,kinneret recMA7
tzfat,2020-05-15,recMA7,-37.857142857142854,tzfat recMA7
yizrael,2020-05-15,recMA7,-31.57142857142857,yizrael recMA7
south,2020-05-15,recMA7,-37.85714285714286,south recMA7
ashkelon,2020-05-15,recMA7,-32.57142857142857,ashkelon recMA7
be'er-sheva,2020-05-15,recMA7,-41.857142857142854,be'er-sheva recMA7
tlv,2020-05-15,recMA7,-47.857142857142854,tlv recMA7
israel,2020-05-16,recMA7,-37.857142857142854,israel recMA7
center,2020-05-16,recMA7,-35.285714285714285,center recMA7
hasharon,2020-05-16,recMA7,-32.14285714285714,hasharon recMA7
petach tikva,2020-05-16,recMA7,-38.85714285714285,petach tikva recMA7
ramla,2020-05-16,recMA7,-33.71428571428571,ramla recMA7
rehovot,2020-05-16,recMA7,-36,rehovot recMA7
haifa-district,2020-05-16,recMA7,-36.14285714285714,haifa-district recMA7
hadera,2020-05-16,recMA7,-29.85714285714285,hadera recMA7
haifa,2020-05-16,recMA7,-39.42857142857143,haifa recMA7
jerusalem,2020-05-16,recMA7,-44.57142857142857,jerusalem recMA7
north,2020-05-16,recMA7,-29.428571428571427,north recMA7
akko,2020-05-16,recMA7,-25.285714285714285,akko recMA7
golan,2020-05-16,recMA7,-40.57142857142857,golan recMA7
kinneret,2020-05-16,recMA7,-31.428571428571423,kinneret recMA7
tzfat,2020-05-16,recMA7,-37.14285714285714,tzfat recMA7
yizrael,2020-05-16,recMA7,-31.142857142857146,yizrael recMA7
south,2020-05-16,recMA7,-37.42857142857143,south recMA7
ashkelon,2020-05-16,recMA7,-32.285714285714285,ashkelon recMA7
be'er-sheva,2020-05-16,recMA7,-41.285714285714285,be'er-sheva recMA7
tlv,2020-05-16,recMA7,-47.42857142857142,tlv recMA7
israel,2020-05-17,recMA7,-37,israel recMA7
center,2020-05-17,recMA7,-34.57142857142857,center recMA7
hasharon,2020-05-17,recMA7,-31.285714285714285,hasharon recMA7
petach tikva,2020-05-17,recMA7,-37.85714285714285,petach tikva recMA7
ramla,2020-05-17,recMA7,-33,ramla recMA7
rehovot,2020-05-17,recMA7,-35.57142857142857,rehovot recMA7
haifa-district,2020-05-17,recMA7,-35,haifa-district recMA7
hadera,2020-05-17,recMA7,-28.428571428571423,hadera recMA7
haifa,2020-05-17,recMA7,-38.285714285714285,haifa recMA7
jerusalem,2020-05-17,recMA7,-43.71428571428571,jerusalem recMA7
north,2020-05-17,recMA7,-27.999999999999996,north recMA7
akko,2020-05-17,recMA7,-23.71428571428571,akko recMA7
golan,2020-05-17,recMA7,-41,golan recMA7
kinneret,2020-05-17,recMA7,-31.14285714285714,kinneret recMA7
tzfat,2020-05-17,recMA7,-35.857142857142854,tzfat recMA7
yizrael,2020-05-17,recMA7,-29.71428571428571,yizrael recMA7
south,2020-05-17,recMA7,-36.85714285714286,south recMA7
ashkelon,2020-05-17,recMA7,-31.71428571428571,ashkelon recMA7
be'er-sheva,2020-05-17,recMA7,-40.71428571428571,be'er-sheva recMA7
tlv,2020-05-17,recMA7,-46.57142857142857,tlv recMA7
israel,2020-05-18,recMA7,-36.28571428571429,israel recMA7
center,2020-05-18,recMA7,-34,center recMA7
hasharon,2020-05-18,recMA7,-30.142857142857142,hasharon recMA7
petach tikva,2020-05-18,recMA7,-37,petach tikva recMA7
ramla,2020-05-18,recMA7,-32.714285714285715,ramla recMA7
rehovot,2020-05-18,recMA7,-35.285714285714285,rehovot recMA7
haifa-district,2020-05-18,recMA7,-34,haifa-district recMA7
hadera,2020-05-18,recMA7,-27.28571428571428,hadera recMA7
haifa,2020-05-18,recMA7,-37.285714285714285,haifa recMA7
jerusalem,2020-05-18,recMA7,-42.85714285714285,jerusalem recMA7
north,2020-05-18,recMA7,-26.428571428571427,north recMA7
akko,2020-05-18,recMA7,-21.857142857142854,akko recMA7
golan,2020-05-18,recMA7,-40.857142857142854,golan recMA7
kinneret,2020-05-18,recMA7,-29.857142857142858,kinneret recMA7
tzfat,2020-05-18,recMA7,-34.857142857142854,tzfat recMA7
yizrael,2020-05-18,recMA7,-28.28571428571428,yizrael recMA7
south,2020-05-18,recMA7,-36.14285714285714,south recMA7
ashkelon,2020-05-18,recMA7,-30.857142857142854,ashkelon recMA7
be'er-sheva,2020-05-18,recMA7,-40,be'er-sheva recMA7
tlv,2020-05-18,recMA7,-46,tlv recMA7
israel,2020-05-19,recMA7,-35.142857142857146,israel recMA7
center,2020-05-19,recMA7,-33.14285714285714,center recMA7
hasharon,2020-05-19,recMA7,-28.857142857142858,hasharon recMA7
petach tikva,2020-05-19,recMA7,-36,petach tikva recMA7
ramla,2020-05-19,recMA7,-31.999999999999996,ramla recMA7
rehovot,2020-05-19,recMA7,-34.71428571428571,rehovot recMA7
haifa-district,2020-05-19,recMA7,-32.57142857142857,haifa-district recMA7
hadera,2020-05-19,recMA7,-25.57142857142857,hadera recMA7
haifa,2020-05-19,recMA7,-36,haifa recMA7
jerusalem,2020-05-19,recMA7,-41.42857142857143,jerusalem recMA7
north,2020-05-19,recMA7,-24.714285714285715,north recMA7
akko,2020-05-19,recMA7,-20.428571428571427,akko recMA7
golan,2020-05-19,recMA7,-39.57142857142857,golan recMA7
kinneret,2020-05-19,recMA7,-27.14285714285714,kinneret recMA7
tzfat,2020-05-19,recMA7,-33,tzfat recMA7
yizrael,2020-05-19,recMA7,-26.857142857142854,yizrael recMA7
south,2020-05-19,recMA7,-35.14285714285714,south recMA7
ashkelon,2020-05-19,recMA7,-30.14285714285714,ashkelon recMA7
be'er-sheva,2020-05-19,recMA7,-39,be'er-sheva recMA7
tlv,2020-05-19,recMA7,-45.14285714285714,tlv recMA7
israel,2020-05-20,recMA7,-33.285714285714285,israel recMA7
center,2020-05-20,recMA7,-31.71428571428571,center recMA7
hasharon,2020-05-20,recMA7,-26.857142857142858,hasharon recMA7
petach tikva,2020-05-20,recMA7,-34.57142857142857,petach tikva recMA7
ramla,2020-05-20,recMA7,-31,ramla recMA7
rehovot,2020-05-20,recMA7,-33.285714285714285,rehovot recMA7
haifa-district,2020-05-20,recMA7,-30.571428571428566,haifa-district recMA7
hadera,2020-05-20,recMA7,-22.71428571428571,hadera recMA7
haifa,2020-05-20,recMA7,-34.285714285714285,haifa recMA7
jerusalem,2020-05-20,recMA7,-39.57142857142857,jerusalem recMA7
north,2020-05-20,recMA7,-22,north recMA7
akko,2020-05-20,recMA7,-18.142857142857142,akko recMA7
golan,2020-05-20,recMA7,-35.285714285714285,golan recMA7
kinneret,2020-05-20,recMA7,-22.57142857142857,kinneret recMA7
tzfat,2020-05-20,recMA7,-30,tzfat recMA7
yizrael,2020-05-20,recMA7,-24.142857142857142,yizrael recMA7
south,2020-05-20,recMA7,-33.57142857142857,south recMA7
ashkelon,2020-05-20,recMA7,-28.714285714285715,ashkelon recMA7
be'er-sheva,2020-05-20,recMA7,-37.142857142857146,be'er-sheva recMA7
tlv,2020-05-20,recMA7,-43.14285714285714,tlv recMA7
israel,2020-05-21,recMA7,-32.42857142857142,israel recMA7
center,2020-05-21,recMA7,-30.857142857142854,center recMA7
hasharon,2020-05-21,recMA7,-25.42857142857143,hasharon recMA7
petach tikva,2020-05-21,recMA7,-33.57142857142857,petach tikva recMA7
ramla,2020-05-21,recMA7,-30.71428571428571,ramla recMA7
rehovot,2020-05-21,recMA7,-32.57142857142857,rehovot recMA7
haifa-district,2020-05-21,recMA7,-29.714285714285715,haifa-district recMA7
hadera,2020-05-21,recMA7,-22.14285714285714,hadera recMA7
haifa,2020-05-21,recMA7,-33.285714285714285,haifa recMA7
jerusalem,2020-05-21,recMA7,-39.57142857142857,jerusalem recMA7
north,2020-05-21,recMA7,-21.142857142857142,north recMA7
akko,2020-05-21,recMA7,-17.142857142857142,akko recMA7
golan,2020-05-21,recMA7,-35.285714285714285,golan recMA7
kinneret,2020-05-21,recMA7,-20.714285714285715,kinneret recMA7
tzfat,2020-05-21,recMA7,-28.428571428571423,tzfat recMA7
yizrael,2020-05-21,recMA7,-23.999999999999996,yizrael recMA7
south,2020-05-21,recMA7,-32.857142857142854,south recMA7
ashkelon,2020-05-21,recMA7,-28.142857142857142,ashkelon recMA7
be'er-sheva,2020-05-21,recMA7,-36.42857142857143,be'er-sheva recMA7
tlv,2020-05-21,recMA7,-41.714285714285715,tlv recMA7
israel,2020-05-22,recMA7,-30.857142857142858,israel recMA7
center,2020-05-22,recMA7,-29.714285714285715,center recMA7
hasharon,2020-05-22,recMA7,-24.285714285714285,hasharon recMA7
petach tikva,2020-05-22,recMA7,-31.857142857142854,petach tikva recMA7
ramla,2020-05-22,recMA7,-29.57142857142857,ramla recMA7
rehovot,2020-05-22,recMA7,-31.57142857142857,rehovot recMA7
haifa-district,2020-05-22,recMA7,-28,haifa-district recMA7
hadera,2020-05-22,recMA7,-20.714285714285708,hadera recMA7
haifa,2020-05-22,recMA7,-31.285714285714285,haifa recMA7
jerusalem,2020-05-22,recMA7,-38.42857142857142,jerusalem recMA7
north,2020-05-22,recMA7,-18.857142857142854,north recMA7
akko,2020-05-22,recMA7,-15.142857142857142,akko recMA7
golan,2020-05-22,recMA7,-29.57142857142857,golan recMA7
kinneret,2020-05-22,recMA7,-16.142857142857142,kinneret recMA7
tzfat,2020-05-22,recMA7,-24.857142857142854,tzfat recMA7
yizrael,2020-05-22,recMA7,-22.57142857142857,yizrael recMA7
south,2020-05-22,recMA7,-31.42857142857143,south recMA7
ashkelon,2020-05-22,recMA7,-26.857142857142854,ashkelon recMA7
be'er-sheva,2020-05-22,recMA7,-34.857142857142854,be'er-sheva recMA7
tlv,2020-05-22,recMA7,-39.857142857142854,tlv recMA7
israel,2020-05-23,recMA7,-29.28571428571428,israel recMA7
center,2020-05-23,recMA7,-28.285714285714285,center recMA7
hasharon,2020-05-23,recMA7,-22.857142857142854,hasharon recMA7
petach tikva,2020-05-23,recMA7,-30.14285714285714,petach tikva recMA7
ramla,2020-05-23,recMA7,-28.28571428571428,ramla recMA7
rehovot,2020-05-23,recMA7,-30.428571428571427,rehovot recMA7
haifa-district,2020-05-23,recMA7,-26.142857142857142,haifa-district recMA7
hadera,2020-05-23,recMA7,-19,hadera recMA7
haifa,2020-05-23,recMA7,-29.285714285714285,haifa recMA7
jerusalem,2020-05-23,recMA7,-37.28571428571428,jerusalem recMA7
north,2020-05-23,recMA7,-16.428571428571427,north recMA7
akko,2020-05-23,recMA7,-13.142857142857142,akko recMA7
golan,2020-05-23,recMA7,-25.285714285714285,golan recMA7
kinneret,2020-05-23,recMA7,-11.571428571428571,kinneret recMA7
tzfat,2020-05-23,recMA7,-20.857142857142854,tzfat recMA7
yizrael,2020-05-23,recMA7,-20.857142857142854,yizrael recMA7
south,2020-05-23,recMA7,-30,south recMA7
ashkelon,2020-05-23,recMA7,-25.285714285714285,ashkelon recMA7
be'er-sheva,2020-05-23,recMA7,-33.42857142857143,be'er-sheva recMA7
tlv,2020-05-23,recMA7,-38,tlv recMA7
israel,2020-05-24,recMA7,-27.14285714285714,israel recMA7
center,2020-05-24,recMA7,-26.14285714285714,center recMA7
hasharon,2020-05-24,recMA7,-20.857142857142854,hasharon recMA7
petach tikva,2020-05-24,recMA7,-27.71428571428571,petach tikva recMA7
ramla,2020-05-24,recMA7,-26,ramla recMA7
rehovot,2020-05-24,recMA7,-28.57142857142857,rehovot recMA7
haifa-district,2020-05-24,recMA7,-24,haifa-district recMA7
hadera,2020-05-24,recMA7,-17.285714285714285,hadera recMA7
haifa,2020-05-24,recMA7,-27,haifa recMA7
jerusalem,2020-05-24,recMA7,-35.14285714285714,jerusalem recMA7
north,2020-05-24,recMA7,-14.428571428571425,north recMA7
akko,2020-05-24,recMA7,-11.428571428571427,akko recMA7
golan,2020-05-24,recMA7,-22.57142857142857,golan recMA7
kinneret,2020-05-24,recMA7,-8.285714285714286,kinneret recMA7
tzfat,2020-05-24,recMA7,-18.142857142857142,tzfat recMA7
yizrael,2020-05-24,recMA7,-19,yizrael recMA7
south,2020-05-24,recMA7,-27.857142857142854,south recMA7
ashkelon,2020-05-24,recMA7,-23.285714285714285,ashkelon recMA7
be'er-sheva,2020-05-24,recMA7,-31.142857142857142,be'er-sheva recMA7
tlv,2020-05-24,recMA7,-35,tlv recMA7
israel,2020-05-25,recMA7,-28,israel recMA7
center,2020-05-25,recMA7,-27.428571428571427,center recMA7
hasharon,2020-05-25,recMA7,-21.857142857142854,hasharon recMA7
petach tikva,2020-05-25,recMA7,-28.999999999999996,petach tikva recMA7
ramla,2020-05-25,recMA7,-27.142857142857142,ramla recMA7
rehovot,2020-05-25,recMA7,-30.14285714285714,rehovot recMA7
haifa-district,2020-05-25,recMA7,-24.714285714285715,haifa-district recMA7
hadera,2020-05-25,recMA7,-18,hadera recMA7
haifa,2020-05-25,recMA7,-27.571428571428573,haifa recMA7
jerusalem,2020-05-25,recMA7,-37.28571428571428,jerusalem recMA7
north,2020-05-25,recMA7,-14.142857142857142,north recMA7
akko,2020-05-25,recMA7,-11,akko recMA7
golan,2020-05-25,recMA7,-19,golan recMA7
kinneret,2020-05-25,recMA7,-6.999999999999999,kinneret recMA7
tzfat,2020-05-25,recMA7,-17.57142857142857,tzfat recMA7
yizrael,2020-05-25,recMA7,-19.142857142857142,yizrael recMA7
south,2020-05-25,recMA7,-28.57142857142857,south recMA7
ashkelon,2020-05-25,recMA7,-24.999999999999996,ashkelon recMA7
be'er-sheva,2020-05-25,recMA7,-31.142857142857142,be'er-sheva recMA7
