town,date,variable,value,townVariable
אשקלון,2020-04-17,recMA7,-78.99999999999999,אשקלון recMA7
באר שבע,2020-04-17,recMA7,-80.14285714285714,באר שבע recMA7
תל אביב-יפו,2020-04-17,recMA7,-82.42857142857142,תל אביב-יפו recMA7
ישראל,2020-04-18,recMA7,-76.57142857142857,ישראל recMA7
אזור מרכז,2020-04-18,recMA7,-75.85714285714286,אזור מרכז recMA7
נתניה,2020-04-18,recMA7,-73.42857142857142,נתניה recMA7
פתח תקווה,2020-04-18,recMA7,-77.57142857142857,פתח תקווה recMA7
רמלה,2020-04-18,recMA7,-75.14285714285714,רמלה recMA7
רחובות,2020-04-18,recMA7,-79.14285714285715,רחובות recMA7
אזור חיפה,2020-04-18,recMA7,-77,אזור חיפה recMA7
חדרה,2020-04-18,recMA7,-72.71428571428571,חדרה recMA7
חיפה,2020-04-18,recMA7,-79,חיפה recMA7
ירושלים,2020-04-18,recMA7,-81.28571428571429,ירושלים recMA7
אזור צפון,2020-04-18,recMA7,-69.28571428571428,אזור צפון recMA7
עכו,2020-04-18,recMA7,-65.71428571428571,עכו recMA7
קצרין,2020-04-18,recMA7,-68.57142857142857,קצרין recMA7
טבריה,2020-04-18,recMA7,-71.42857142857143,טבריה recMA7
צפת,2020-04-18,recMA7,-75.99999999999999,צפת recMA7
עפולה,2020-04-18,recMA7,-71.28571428571428,עפולה recMA7
אזור דרום,2020-04-18,recMA7,-77.42857142857142,אזור דרום recMA7
אשקלון,2020-04-18,recMA7,-76.57142857142856,אשקלון recMA7
באר שבע,2020-04-18,recMA7,-77.71428571428571,באר שבע recMA7
תל אביב-יפו,2020-04-18,recMA7,-80.85714285714285,תל אביב-יפו recMA7
ישראל,2020-04-19,recMA7,-72.71428571428571,ישראל recMA7
אזור מרכז,2020-04-19,recMA7,-71.71428571428571,אזור מרכז recMA7
נתניה,2020-04-19,recMA7,-69.28571428571428,נתניה recMA7
פתח תקווה,2020-04-19,recMA7,-73.85714285714286,פתח תקווה recMA7
רמלה,2020-04-19,recMA7,-70.85714285714286,רמלה recMA7
רחובות,2020-04-19,recMA7,-75,רחובות recMA7
אזור חיפה,2020-04-19,recMA7,-73.28571428571428,אזור חיפה recMA7
חדרה,2020-04-19,recMA7,-68.71428571428571,חדרה recMA7
חיפה,2020-04-19,recMA7,-75.42857142857143,חיפה recMA7
ירושלים,2020-04-19,recMA7,-77.85714285714285,ירושלים recMA7
אזור צפון,2020-04-19,recMA7,-64.85714285714286,אזור צפון recMA7
עכו,2020-04-19,recMA7,-61.57142857142857,עכו recMA7
קצרין,2020-04-19,recMA7,-65.42857142857142,קצרין recMA7
טבריה,2020-04-19,recMA7,-66.85714285714285,טבריה recMA7
צפת,2020-04-19,recMA7,-71.85714285714286,צפת recMA7
עפולה,2020-04-19,recMA7,-66.71428571428571,עפולה recMA7
אזור דרום,2020-04-19,recMA7,-73.57142857142857,אזור דרום recMA7
אשקלון,2020-04-19,recMA7,-72.28571428571428,אשקלון recMA7
באר שבע,2020-04-19,recMA7,-74,באר שבע recMA7
תל אביב-יפו,2020-04-19,recMA7,-77.71428571428571,תל אביב-יפו recMA7
ישראל,2020-04-20,recMA7,-71.57142857142857,ישראל recMA7
אזור מרכז,2020-04-20,recMA7,-70.71428571428571,אזור מרכז recMA7
נתניה,2020-04-20,recMA7,-67.85714285714285,נתניה recMA7
פתח תקווה,2020-04-20,recMA7,-73,פתח תקווה recMA7
רמלה,2020-04-20,recMA7,-69.85714285714286,רמלה recMA7
רחובות,2020-04-20,recMA7,-73.85714285714285,רחובות recMA7
אזור חיפה,2020-04-20,recMA7,-72.28571428571428,אזור חיפה recMA7
חדרה,2020-04-20,recMA7,-67.42857142857142,חדרה recMA7
חיפה,2020-04-20,recMA7,-74.42857142857142,חיפה recMA7
ירושלים,2020-04-20,recMA7,-76.85714285714286,ירושלים recMA7
אזור צפון,2020-04-20,recMA7,-63.71428571428571,אזור צפון recMA7
עכו,2020-04-20,recMA7,-60.28571428571428,עכו recMA7
קצרין,2020-04-20,recMA7,-64.28571428571428,קצרין recMA7
טבריה,2020-04-20,recMA7,-65.42857142857142,טבריה recMA7
צפת,2020-04-20,recMA7,-70.42857142857143,צפת recMA7
עפולה,2020-04-20,recMA7,-65.57142857142857,עפולה recMA7
אזור דרום,2020-04-20,recMA7,-72.42857142857142,אזור דרום recMA7
אשקלון,2020-04-20,recMA7,-71.14285714285714,אשקלון recMA7
באר שבע,2020-04-20,recMA7,-72.85714285714285,באר שבע recMA7
תל אביב-יפו,2020-04-20,recMA7,-76.71428571428571,תל אביב-יפו recMA7
ישראל,2020-04-21,recMA7,-70.57142857142857,ישראל recMA7
אזור מרכז,2020-04-21,recMA7,-69.57142857142856,אזור מרכז recMA7
נתניה,2020-04-21,recMA7,-66.57142857142857,נתניה recMA7
פתח תקווה,2020-04-21,recMA7,-72.14285714285714,פתח תקווה recMA7
רמלה,2020-04-21,recMA7,-68.71428571428572,רמלה recMA7
רחובות,2020-04-21,recMA7,-72.71428571428571,רחובות recMA7
אזור חיפה,2020-04-21,recMA7,-71.42857142857142,אזור חיפה recMA7
חדרה,2020-04-21,recMA7,-66.42857142857143,חדרה recMA7
חיפה,2020-04-21,recMA7,-73.57142857142857,חיפה recMA7
ירושלים,2020-04-21,recMA7,-76,ירושלים recMA7
אזור צפון,2020-04-21,recMA7,-62.714285714285715,אזור צפון recMA7
עכו,2020-04-21,recMA7,-59.42857142857142,עכו recMA7
קצרין,2020-04-21,recMA7,-63.428571428571416,קצרין recMA7
טבריה,2020-04-21,recMA7,-64.42857142857142,טבריה recMA7
צפת,2020-04-21,recMA7,-69.42857142857143,צפת recMA7
עפולה,2020-04-21,recMA7,-64.42857142857142,עפולה recMA7
אזור דרום,2020-04-21,recMA7,-71.57142857142857,אזור דרום recMA7
אשקלון,2020-04-21,recMA7,-70,אשקלון recMA7
באר שבע,2020-04-21,recMA7,-72.14285714285714,באר שבע recMA7
תל אביב-יפו,2020-04-21,recMA7,-75.85714285714285,תל אביב-יפו recMA7
ישראל,2020-04-22,recMA7,-70.14285714285714,ישראל recMA7
אזור מרכז,2020-04-22,recMA7,-69,אזור מרכז recMA7
נתניה,2020-04-22,recMA7,-66.14285714285714,נתניה recMA7
פתח תקווה,2020-04-22,recMA7,-71.71428571428572,פתח תקווה recMA7
רמלה,2020-04-22,recMA7,-68,רמלה recMA7
רחובות,2020-04-22,recMA7,-71.85714285714286,רחובות recMA7
אזור חיפה,2020-04-22,recMA7,-70.85714285714285,אזור חיפה recMA7
חדרה,2020-04-22,recMA7,-65.85714285714286,חדרה recMA7
חיפה,2020-04-22,recMA7,-73.14285714285714,חיפה recMA7
ירושלים,2020-04-22,recMA7,-75.99999999999999,ירושלים recMA7
אזור צפון,2020-04-22,recMA7,-62.14285714285714,אזור צפון recMA7
עכו,2020-04-22,recMA7,-58.857142857142854,עכו recMA7
קצרין,2020-04-22,recMA7,-63.71428571428571,קצרין recMA7
טבריה,2020-04-22,recMA7,-63.999999999999986,טבריה recMA7
צפת,2020-04-22,recMA7,-69.42857142857143,צפת recMA7
עפולה,2020-04-22,recMA7,-63.99999999999999,עפולה recMA7
אזור דרום,2020-04-22,recMA7,-70.99999999999999,אזור דרום recMA7
אשקלון,2020-04-22,recMA7,-69.42857142857143,אשקלון recMA7
באר שבע,2020-04-22,recMA7,-71.71428571428571,באר שבע recMA7
תל אביב-יפו,2020-04-22,recMA7,-75.42857142857142,תל אביב-יפו recMA7
ישראל,2020-04-23,recMA7,-68.57142857142856,ישראל recMA7
אזור מרכז,2020-04-23,recMA7,-67.28571428571429,אזור מרכז recMA7
נתניה,2020-04-23,recMA7,-64.28571428571428,נתניה recMA7
פתח תקווה,2020-04-23,recMA7,-70.14285714285714,פתח תקווה recMA7
רמלה,2020-04-23,recMA7,-66.42857142857143,רמלה recMA7
רחובות,2020-04-23,recMA7,-69.85714285714286,רחובות recMA7
אזור חיפה,2020-04-23,recMA7,-69.14285714285714,אזור חיפה recMA7
חדרה,2020-04-23,recMA7,-64.42857142857142,חדרה recMA7
חיפה,2020-04-23,recMA7,-71.28571428571428,חיפה recMA7
ירושלים,2020-04-23,recMA7,-74.85714285714285,ירושלים recMA7
אזור צפון,2020-04-23,recMA7,-60.714285714285715,אזור צפון recMA7
עכו,2020-04-23,recMA7,-57.42857142857142,עכו recMA7
קצרין,2020-04-23,recMA7,-62.99999999999999,קצרין recMA7
טבריה,2020-04-23,recMA7,-62.571428571428555,טבריה recMA7
צפת,2020-04-23,recMA7,-67.85714285714285,צפת recMA7
עפולה,2020-04-23,recMA7,-62.42857142857142,עפולה recMA7
אזור דרום,2020-04-23,recMA7,-69.42857142857142,אזור דרום recMA7
אשקלון,2020-04-23,recMA7,-67.57142857142858,אשקלון recMA7
באר שבע,2020-04-23,recMA7,-70.28571428571428,באר שבע recMA7
תל אביב-יפו,2020-04-23,recMA7,-73.85714285714285,תל אביב-יפו recMA7
ישראל,2020-04-24,recMA7,-67.28571428571428,ישראל recMA7
אזור מרכז,2020-04-24,recMA7,-65.85714285714286,אזור מרכז recMA7
נתניה,2020-04-24,recMA7,-62.71428571428571,נתניה recMA7
פתח תקווה,2020-04-24,recMA7,-68.85714285714286,פתח תקווה recMA7
רמלה,2020-04-24,recMA7,-65,רמלה recMA7
רחובות,2020-04-24,recMA7,-68.28571428571428,רחובות recMA7
אזור חיפה,2020-04-24,recMA7,-67.85714285714285,אזור חיפה recMA7
חדרה,2020-04-24,recMA7,-63.28571428571428,חדרה recMA7
חיפה,2020-04-24,recMA7,-69.85714285714285,חיפה recMA7
ירושלים,2020-04-24,recMA7,-73.85714285714286,ירושלים recMA7
אזור צפון,2020-04-24,recMA7,-59.42857142857143,אזור צפון recMA7
עכו,2020-04-24,recMA7,-56.14285714285714,עכו recMA7
קצרין,2020-04-24,recMA7,-61.71428571428571,קצרין recMA7
טבריה,2020-04-24,recMA7,-60.99999999999999,טבריה recMA7
צפת,2020-04-24,recMA7,-66.42857142857143,צפת recMA7
עפולה,2020-04-24,recMA7,-61.28571428571428,עפולה recMA7
אזור דרום,2020-04-24,recMA7,-68.14285714285714,אזור דרום recMA7
אשקלון,2020-04-24,recMA7,-66,אשקלון recMA7
באר שבע,2020-04-24,recMA7,-69.28571428571428,באר שבע recMA7
תל אביב-יפו,2020-04-24,recMA7,-72.71428571428571,תל אביב-יפו recMA7
ישראל,2020-04-25,recMA7,-67,ישראל recMA7
אזור מרכז,2020-04-25,recMA7,-65.57142857142857,אזור מרכז recMA7
נתניה,2020-04-25,recMA7,-62.428571428571416,נתניה recMA7
פתח תקווה,2020-04-25,recMA7,-68.42857142857142,פתח תקווה recMA7
רמלה,2020-04-25,recMA7,-64.71428571428571,רמלה recMA7
רחובות,2020-04-25,recMA7,-67.99999999999999,רחובות recMA7
אזור חיפה,2020-04-25,recMA7,-67.57142857142857,אזור חיפה recMA7
חדרה,2020-04-25,recMA7,-63.14285714285714,חדרה recMA7
חיפה,2020-04-25,recMA7,-69.57142857142856,חיפה recMA7
ירושלים,2020-04-25,recMA7,-74,ירושלים recMA7
אזור צפון,2020-04-25,recMA7,-59.14285714285714,אזור צפון recMA7
עכו,2020-04-25,recMA7,-55.57142857142857,עכו recMA7
קצרין,2020-04-25,recMA7,-61,קצרין recMA7
טבריה,2020-04-25,recMA7,-60.85714285714285,טבריה recMA7
צפת,2020-04-25,recMA7,-66.57142857142856,צפת recMA7
עפולה,2020-04-25,recMA7,-60.99999999999999,עפולה recMA7
אזור דרום,2020-04-25,recMA7,-68,אזור דרום recMA7
אשקלון,2020-04-25,recMA7,-65.71428571428572,אשקלון recMA7
באר שבע,2020-04-25,recMA7,-69.42857142857142,באר שבע recMA7
תל אביב-יפו,2020-04-25,recMA7,-72.28571428571428,תל אביב-יפו recMA7
ישראל,2020-04-26,recMA7,-70.57142857142857,ישראל recMA7
אזור מרכז,2020-04-26,recMA7,-69.42857142857143,אזור מרכז recMA7
נתניה,2020-04-26,recMA7,-66.28571428571428,נתניה recMA7
פתח תקווה,2020-04-26,recMA7,-71.85714285714285,פתח תקווה recMA7
רמלה,2020-04-26,recMA7,-68.71428571428571,רמלה recMA7
רחובות,2020-04-26,recMA7,-71.85714285714285,רחובות recMA7
אזור חיפה,2020-04-26,recMA7,-71,אזור חיפה recMA7
חדרה,2020-04-26,recMA7,-66.71428571428571,חדרה recMA7
חיפה,2020-04-26,recMA7,-72.85714285714285,חיפה recMA7
ירושלים,2020-04-26,recMA7,-77.14285714285714,ירושלים recMA7
אזור צפון,2020-04-26,recMA7,-63.285714285714285,אזור צפון recMA7
עכו,2020-04-26,recMA7,-59.57142857142857,עכו recMA7
קצרין,2020-04-26,recMA7,-63.42857142857142,קצרין recMA7
טבריה,2020-04-26,recMA7,-64.99999999999999,טבריה recMA7
צפת,2020-04-26,recMA7,-70.42857142857143,צפת recMA7
עפולה,2020-04-26,recMA7,-65.42857142857143,עפולה recMA7
אזור דרום,2020-04-26,recMA7,-71.42857142857143,אזור דרום recMA7
אשקלון,2020-04-26,recMA7,-69.71428571428571,אשקלון recMA7
באר שבע,2020-04-26,recMA7,-72.71428571428571,באר שבע recMA7
תל אביב-יפו,2020-04-26,recMA7,-75.14285714285714,תל אביב-יפו recMA7
ישראל,2020-04-27,recMA7,-69.14285714285714,ישראל recMA7
אזור מרכז,2020-04-27,recMA7,-67.71428571428571,אזור מרכז recMA7
נתניה,2020-04-27,recMA7,-65,נתניה recMA7
פתח תקווה,2020-04-27,recMA7,-70.28571428571428,פתח תקווה recMA7
רמלה,2020-04-27,recMA7,-66.71428571428571,רמלה recMA7
רחובות,2020-04-27,recMA7,-69.85714285714286,רחובות recMA7
אזור חיפה,2020-04-27,recMA7,-69.14285714285715,אזור חיפה recMA7
חדרה,2020-04-27,recMA7,-64.71428571428571,חדרה recMA7
חיפה,2020-04-27,recMA7,-70.99999999999999,חיפה recMA7
ירושלים,2020-04-27,recMA7,-75.85714285714286,ירושלים recMA7
אזור צפון,2020-04-27,recMA7,-61.85714285714286,אזור צפון recMA7
עכו,2020-04-27,recMA7,-58.285714285714285,עכו recMA7
קצרין,2020-04-27,recMA7,-62.42857142857143,קצרין recMA7
טבריה,2020-04-27,recMA7,-63.85714285714285,טבריה recMA7
צפת,2020-04-27,recMA7,-69.28571428571428,צפת recMA7
עפולה,2020-04-27,recMA7,-63.857142857142854,עפולה recMA7
אזור דרום,2020-04-27,recMA7,-69.57142857142857,אזור דרום recMA7
אשקלון,2020-04-27,recMA7,-67.28571428571428,אשקלון recMA7
באר שבע,2020-04-27,recMA7,-71.28571428571428,באר שבע recMA7
תל אביב-יפו,2020-04-27,recMA7,-73.85714285714285,תל אביב-יפו recMA7
ישראל,2020-04-28,recMA7,-67.28571428571428,ישראל recMA7
אזור מרכז,2020-04-28,recMA7,-65.71428571428571,אזור מרכז recMA7
נתניה,2020-04-28,recMA7,-63.28571428571428,נתניה recMA7
פתח תקווה,2020-04-28,recMA7,-68.42857142857142,פתח תקווה recMA7
רמלה,2020-04-28,recMA7,-64.42857142857142,רמלה recMA7
רחובות,2020-04-28,recMA7,-67.71428571428572,רחובות recMA7
אזור חיפה,2020-04-28,recMA7,-66.85714285714285,אזור חיפה recMA7
חדרה,2020-04-28,recMA7,-62.28571428571428,חדרה recMA7
חיפה,2020-04-28,recMA7,-69,חיפה recMA7
ירושלים,2020-04-28,recMA7,-74.28571428571428,ירושלים recMA7
אזור צפון,2020-04-28,recMA7,-60,אזור צפון recMA7
עכו,2020-04-28,recMA7,-56.285714285714285,עכו recMA7
קצרין,2020-04-28,recMA7,-60.857142857142854,קצרין recMA7
טבריה,2020-04-28,recMA7,-62.14285714285713,טבריה recMA7
צפת,2020-04-28,recMA7,-67.71428571428571,צפת recMA7
עפולה,2020-04-28,recMA7,-61.99999999999999,עפולה recMA7
אזור דרום,2020-04-28,recMA7,-67.57142857142857,אזור דרום recMA7
אשקלון,2020-04-28,recMA7,-65,אשקלון recMA7
באר שבע,2020-04-28,recMA7,-69.57142857142857,באר שבע recMA7
תל אביב-יפו,2020-04-28,recMA7,-72.14285714285714,תל אביב-יפו recMA7
ישראל,2020-04-29,recMA7,-65.28571428571428,ישראל recMA7
אזור מרכז,2020-04-29,recMA7,-63.71428571428571,אזור מרכז recMA7
נתניה,2020-04-29,recMA7,-61.57142857142857,נתניה recMA7
פתח תקווה,2020-04-29,recMA7,-66.85714285714285,פתח תקווה recMA7
רמלה,2020-04-29,recMA7,-62.14285714285713,רמלה recMA7
רחובות,2020-04-29,recMA7,-65.57142857142857,רחובות recMA7
אזור חיפה,2020-04-29,recMA7,-64.71428571428571,אזור חיפה recMA7
חדרה,2020-04-29,recMA7,-60.14285714285714,חדרה recMA7
חיפה,2020-04-29,recMA7,-66.85714285714285,חיפה recMA7
ירושלים,2020-04-29,recMA7,-72.85714285714286,ירושלים recMA7
אזור צפון,2020-04-29,recMA7,-58,אזור צפון recMA7
עכו,2020-04-29,recMA7,-54.285714285714285,עכו recMA7
קצרין,2020-04-29,recMA7,-59.28571428571428,קצרין recMA7
טבריה,2020-04-29,recMA7,-60.28571428571428,טבריה recMA7
צפת,2020-04-29,recMA7,-66.14285714285714,צפת recMA7
עפולה,2020-04-29,recMA7,-59.57142857142856,עפולה recMA7
אזור דרום,2020-04-29,recMA7,-65.71428571428571,אזור דרום recMA7
אשקלון,2020-04-29,recMA7,-62.71428571428571,אשקלון recMA7
באר שבע,2020-04-29,recMA7,-68.14285714285714,באר שבע recMA7
תל אביב-יפו,2020-04-29,recMA7,-70.7142857142857,תל אביב-יפו recMA7
ישראל,2020-04-30,recMA7,-64.14285714285714,ישראל recMA7
אזור מרכז,2020-04-30,recMA7,-62.57142857142857,אזור מרכז recMA7
נתניה,2020-04-30,recMA7,-60.57142857142857,נתניה recMA7
פתח תקווה,2020-04-30,recMA7,-65.85714285714286,פתח תקווה recMA7
רמלה,2020-04-30,recMA7,-60.57142857142856,רמלה recMA7
רחובות,2020-04-30,recMA7,-64.28571428571428,רחובות recMA7
אזור חיפה,2020-04-30,recMA7,-63.285714285714285,אזור חיפה recMA7
חדרה,2020-04-30,recMA7,-58.428571428571416,חדרה recMA7
חיפה,2020-04-30,recMA7,-65.57142857142857,חיפה recMA7
ירושלים,2020-04-30,recMA7,-71.85714285714285,ירושלים recMA7
אזור צפון,2020-04-30,recMA7,-56.714285714285715,אזור צפון recMA7
עכו,2020-04-30,recMA7,-52.99999999999999,עכו recMA7
קצרין,2020-04-30,recMA7,-57.71428571428571,קצרין recMA7
טבריה,2020-04-30,recMA7,-59.14285714285714,טבריה recMA7
צפת,2020-04-30,recMA7,-65,צפת recMA7
עפולה,2020-04-30,recMA7,-58.428571428571416,עפולה recMA7
אזור דרום,2020-04-30,recMA7,-64.42857142857143,אזור דרום recMA7
אשקלון,2020-04-30,recMA7,-61.285714285714285,אשקלון recMA7
באר שבע,2020-04-30,recMA7,-67,באר שבע recMA7
תל אביב-יפו,2020-04-30,recMA7,-69.99999999999999,תל אביב-יפו recMA7
ישראל,2020-05-01,recMA7,-62.71428571428571,ישראל recMA7
אזור מרכז,2020-05-01,recMA7,-60.99999999999999,אזור מרכז recMA7
נתניה,2020-05-01,recMA7,-59.285714285714285,נתניה recMA7
פתח תקווה,2020-05-01,recMA7,-64.42857142857143,פתח תקווה recMA7
רמלה,2020-05-01,recMA7,-58.714285714285715,רמלה recMA7
רחובות,2020-05-01,recMA7,-62.57142857142857,רחובות recMA7
אזור חיפה,2020-05-01,recMA7,-61.57142857142857,אזור חיפה recMA7
חדרה,2020-05-01,recMA7,-56.42857142857143,חדרה recMA7
חיפה,2020-05-01,recMA7,-63.857142857142854,חיפה recMA7
ירושלים,2020-05-01,recMA7,-70.85714285714285,ירושלים recMA7
אזור צפון,2020-05-01,recMA7,-55.42857142857143,אזור צפון recMA7
עכו,2020-05-01,recMA7,-51.71428571428571,עכו recMA7
קצרין,2020-05-01,recMA7,-56.57142857142857,קצרין recMA7
טבריה,2020-05-01,recMA7,-57.714285714285715,טבריה recMA7
צפת,2020-05-01,recMA7,-63.714285714285715,צפת recMA7
עפולה,2020-05-01,recMA7,-56.99999999999999,עפולה recMA7
אזור דרום,2020-05-01,recMA7,-62.714285714285715,אזור דרום recMA7
אשקלון,2020-05-01,recMA7,-59.28571428571429,אשקלון recMA7
באר שבע,2020-05-01,recMA7,-65.42857142857143,באר שבע recMA7
תל אביב-יפו,2020-05-01,recMA7,-68.85714285714285,תל אביב-יפו recMA7
ישראל,2020-05-02,recMA7,-60.999999999999986,ישראל recMA7
אזור מרכז,2020-05-02,recMA7,-59.285714285714285,אזור מרכז recMA7
נתניה,2020-05-02,recMA7,-57.857142857142854,נתניה recMA7
פתח תקווה,2020-05-02,recMA7,-63,פתח תקווה recMA7
רמלה,2020-05-02,recMA7,-56.71428571428571,רמלה recMA7
רחובות,2020-05-02,recMA7,-60.57142857142857,רחובות recMA7
אזור חיפה,2020-05-02,recMA7,-59.57142857142856,אזור חיפה recMA7
חדרה,2020-05-02,recMA7,-54.28571428571429,חדרה recMA7
חיפה,2020-05-02,recMA7,-61.857142857142854,חיפה recMA7
ירושלים,2020-05-02,recMA7,-69.28571428571428,ירושלים recMA7
אזור צפון,2020-05-02,recMA7,-54.142857142857146,אזור צפון recMA7
עכו,2020-05-02,recMA7,-50.57142857142857,עכו recMA7
קצרין,2020-05-02,recMA7,-56.99999999999999,קצרין recMA7
טבריה,2020-05-02,recMA7,-56.28571428571429,טבריה recMA7
צפת,2020-05-02,recMA7,-62.14285714285714,צפת recMA7
עפולה,2020-05-02,recMA7,-55.42857142857142,עפולה recMA7
אזור דרום,2020-05-02,recMA7,-60.71428571428571,אזור דרום recMA7
אשקלון,2020-05-02,recMA7,-57.14285714285714,אשקלון recMA7
באר שבע,2020-05-02,recMA7,-63.42857142857143,באר שבע recMA7
תל אביב-יפו,2020-05-02,recMA7,-67.57142857142856,תל אביב-יפו recMA7
ישראל,2020-05-03,recMA7,-55,ישראל recMA7
אזור מרכז,2020-05-03,recMA7,-52.85714285714286,אזור מרכז recMA7
נתניה,2020-05-03,recMA7,-51.71428571428571,נתניה recMA7
פתח תקווה,2020-05-03,recMA7,-57.14285714285714,פתח תקווה recMA7
רמלה,2020-05-03,recMA7,-50,רמלה recMA7
רחובות,2020-05-03,recMA7,-54,רחובות recMA7
אזור חיפה,2020-05-03,recMA7,-53.57142857142856,אזור חיפה recMA7
חדרה,2020-05-03,recMA7,-48,חדרה recMA7
חיפה,2020-05-03,recMA7,-55.85714285714286,חיפה recMA7
ירושלים,2020-05-03,recMA7,-64.42857142857142,ירושלים recMA7
אזור צפון,2020-05-03,recMA7,-48,אזור צפון recMA7
עכו,2020-05-03,recMA7,-44.57142857142858,עכו recMA7
קצרין,2020-05-03,recMA7,-53.42857142857143,קצרין recMA7
טבריה,2020-05-03,recMA7,-50.28571428571428,טבריה recMA7
צפת,2020-05-03,recMA7,-56.42857142857142,צפת recMA7
עפולה,2020-05-03,recMA7,-48.857142857142854,עפולה recMA7
אזור דרום,2020-05-03,recMA7,-54.71428571428571,אזור דרום recMA7
אשקלון,2020-05-03,recMA7,-50.28571428571428,אשקלון recMA7
באר שבע,2020-05-03,recMA7,-57.85714285714286,באר שבע recMA7
תל אביב-יפו,2020-05-03,recMA7,-62.42857142857142,תל אביב-יפו recMA7
ישראל,2020-05-04,recMA7,-53.28571428571428,ישראל recMA7
אזור מרכז,2020-05-04,recMA7,-51.142857142857146,אזור מרכז recMA7
נתניה,2020-05-04,recMA7,-49.857142857142854,נתניה recMA7
פתח תקווה,2020-05-04,recMA7,-55.57142857142857,פתח תקווה recMA7
רמלה,2020-05-04,recMA7,-48.57142857142858,רמלה recMA7
רחובות,2020-05-04,recMA7,-52.42857142857142,רחובות recMA7
אזור חיפה,2020-05-04,recMA7,-51.99999999999999,אזור חיפה recMA7
חדרה,2020-05-04,recMA7,-46.57142857142857,חדרה recMA7
חיפה,2020-05-04,recMA7,-54.14285714285714,חיפה recMA7
ירושלים,2020-05-04,recMA7,-62.7142857142857,ירושלים recMA7
אזור צפון,2020-05-04,recMA7,-46.42857142857143,אזור צפון recMA7
עכו,2020-05-04,recMA7,-43.142857142857146,עכו recMA7
קצרין,2020-05-04,recMA7,-52.142857142857146,קצרין recMA7
טבריה,2020-05-04,recMA7,-47.71428571428571,טבריה recMA7
צפת,2020-05-04,recMA7,-54.857142857142854,צפת recMA7
עפולה,2020-05-04,recMA7,-47.57142857142857,עפולה recMA7
אזור דרום,2020-05-04,recMA7,-53.14285714285713,אזור דרום recMA7
אשקלון,2020-05-04,recMA7,-48.71428571428571,אשקלון recMA7
באר שבע,2020-05-04,recMA7,-56.285714285714285,באר שבע recMA7
תל אביב-יפו,2020-05-04,recMA7,-60.99999999999999,תל אביב-יפו recMA7
ישראל,2020-05-05,recMA7,-51.57142857142857,ישראל recMA7
אזור מרכז,2020-05-05,recMA7,-49.57142857142857,אזור מרכז recMA7
נתניה,2020-05-05,recMA7,-47.857142857142854,נתניה recMA7
פתח תקווה,2020-05-05,recMA7,-54.28571428571428,פתח תקווה recMA7
רמלה,2020-05-05,recMA7,-47.14285714285714,רמלה recMA7
רחובות,2020-05-05,recMA7,-50.85714285714286,רחובות recMA7
אזור חיפה,2020-05-05,recMA7,-50.57142857142857,אזור חיפה recMA7
חדרה,2020-05-05,recMA7,-44.99999999999999,חדרה recMA7
חיפה,2020-05-05,recMA7,-52.71428571428571,חיפה recMA7
ירושלים,2020-05-05,recMA7,-60.71428571428571,ירושלים recMA7
אזור צפון,2020-05-05,recMA7,-44.285714285714285,אזור צפון recMA7
עכו,2020-05-05,recMA7,-41.285714285714285,עכו recMA7
קצרין,2020-05-05,recMA7,-49.85714285714285,קצרין recMA7
טבריה,2020-05-05,recMA7,-43.857142857142854,טבריה recMA7
צפת,2020-05-05,recMA7,-52.57142857142856,צפת recMA7
עפולה,2020-05-05,recMA7,-45.857142857142854,עפולה recMA7
אזור דרום,2020-05-05,recMA7,-51.28571428571428,אזור דרום recMA7
אשקלון,2020-05-05,recMA7,-46.857142857142854,אשקלון recMA7
באר שבע,2020-05-05,recMA7,-54.57142857142857,באר שבע recMA7
תל אביב-יפו,2020-05-05,recMA7,-59.57142857142857,תל אביב-יפו recMA7
ישראל,2020-05-06,recMA7,-50.14285714285714,ישראל recMA7
אזור מרכז,2020-05-06,recMA7,-48.285714285714285,אזור מרכז recMA7
נתניה,2020-05-06,recMA7,-46.14285714285714,נתניה recMA7
פתח תקווה,2020-05-06,recMA7,-53.285714285714285,פתח תקווה recMA7
רמלה,2020-05-06,recMA7,-46,רמלה recMA7
רחובות,2020-05-06,recMA7,-49.285714285714285,רחובות recMA7
אזור חיפה,2020-05-06,recMA7,-49.42857142857143,אזור חיפה recMA7
חדרה,2020-05-06,recMA7,-43.57142857142856,חדרה recMA7
חיפה,2020-05-06,recMA7,-51.42857142857143,חיפה recMA7
ירושלים,2020-05-06,recMA7,-58.99999999999999,ירושלים recMA7
אזור צפון,2020-05-06,recMA7,-42.14285714285714,אזור צפון recMA7
עכו,2020-05-06,recMA7,-39.14285714285714,עכו recMA7
קצרין,2020-05-06,recMA7,-48.42857142857142,קצרין recMA7
טבריה,2020-05-06,recMA7,-40.42857142857143,טבריה recMA7
צפת,2020-05-06,recMA7,-50.99999999999999,צפת recMA7
עפולה,2020-05-06,recMA7,-44,עפולה recMA7
אזור דרום,2020-05-06,recMA7,-49.42857142857142,אזור דרום recMA7
אשקלון,2020-05-06,recMA7,-44.28571428571428,אשקלון recMA7
באר שבע,2020-05-06,recMA7,-53,באר שבע recMA7
תל אביב-יפו,2020-05-06,recMA7,-58.57142857142857,תל אביב-יפו recMA7
ישראל,2020-05-07,recMA7,-48.14285714285714,ישראל recMA7
